testId,41,61,81,101,141,161,181,201,timeSpent,uid
82775,7,2,3,2,3,6,5,5,101,954778d5922dd48403e9
82781,7,,3,2,2,6,5,5,66,4d94c745b9c69b4f8d5e
82815,6,3,3,5,1,4,4,3,63,2c5f3016caa1a9a978af
82949,7,4,,4,,7,5,7,80,30711b21d10e2d6ff360
83027,7,5,4,4,3,7,6,7,84,e1144a59d74ed78d37fc
83058,7,5,7,6,2,6,5,6,70,462db9d5e0d86f6f33dc
83119,6,2,5,5,2,5,5,6,93,0a85e42da09fe85a8af1
83257,6,3,5,4,2,5,6,7,74,be9162467c6b06459918
82676,,2,5,5,3,,5,6,20643,e8d360ea4363965c8436
83318,7,2,3,5,1,6,5,6,68,eabd157f8d45bbafe630
83351,5,5,5,6,2,5,6,5,283,d8e78e4bd8d1376c7dfc
83386,6,3,6,5,1,4,3,3,70,ca223ab5e4d2d7e19478
83387,6,5,5,4,2,3,3,4,73,d8d1d272012c3c190980
83394,7,1,4,4,1,5,5,5,59,dd82329f80d2f12f84c7
83426,6,4,5,6,5,6,5,6,62,638473b403a6d0b701de
83641,7,1,6,3,5,7,7,7,76,509725eeee150d79cc42
83895,6,4,4,6,2,6,6,6,65,621afc64b75a7a03b838
83897,7,2,3,4,1,7,7,6,95,55f6bc53bdd9d9b8aa64
83941,5,4,2,3,2,5,4,6,80,6b33667b1fc422dbcbb4
83972,7,,6,6,1,6,6,6,103,697cd11080aad6a3e083
83988,,7,7,7,,1,5,4,72,4002e5cae4d76ac33398
84004,7,5,7,7,3,2,5,1,64,aae55038133060eb4fbd
84095,7,2,3,4,2,6,5,4,59,35ac2ca30be6976ed2b9
84101,2,3,5,6,1,5,6,4,83,b5cf0d096548366b50ec
84075,,2,5,4,4,6,6,6,111,6390e8dcc05037743a81
84105,5,4,5,6,1,3,3,4,63,daeb8a598a6537688002
84117,5,4,5,5,3,4,5,5,67,d1550c8fe4222cdf35db
84182,5,2,5,7,1,6,6,4,64,00dc2d5b0c1271090876
84218,6,2,4,1,3,7,5,7,84,fb5d8c035014cb8bb3a0
84244,7,5,4,5,5,4,,6,66,373539acd8a3c2119217
84261,6,5,7,6,2,2,3,2,59,02edcb045ff243cfd185
84265,5,4,3,3,4,6,6,6,87,0d31cd5b5fc9d7f2c225
84271,6,5,5,5,1,2,3,2,59,e06a11d3f0afb9a53e3b
84267,6,,2,,5,7,5,7,63,9d1af9688dd3ffbd2a91
84284,,,,1,6,7,6,5,76,fb5d8c035014cb8bb3a0
84312,6,2,3,3,6,,6,6,57,9d1af9688dd3ffbd2a91
84315,6,6,6,6,5,5,5,5,64,14c6d8fed9e84dc0ef6f
84346,6,5,4,3,5,7,7,7,72,d6a4521a3ad80a5e03dd
84476,6,3,3,1,1,6,6,7,63,20a8427c82fb6559f62c
84599,4,1,5,3,1,7,2,4,66,3201a93c0bf98d9e9747
84609,2,5,,5,6,5,5,,90,6369999cd576743d37e9
84659,5,4,4,5,3,6,5,5,67,0d31cd5b5fc9d7f2c225
84689,5,2,5,6,1,5,3,3,65,6e84d6fa0af9a10c803a
84695,7,1,6,3,1,7,6,5,70,19788631496e9405abee
84743,7,4,3,3,2,5,6,6,74,c279f8f6e53adec18f44
84737,2,5,6,6,5,5,6,6,61,f3867321a6695be67713
84811,7,4,5,2,2,5,5,6,68,11ff4b03931eca91e01c
84858,7,2,3,2,5,6,5,5,67,273f325f22f61f48305e
84856,4,7,4,5,2,5,4,2,63,9f32c27563945a0f58e4
84916,6,4,4,5,2,6,7,6,67,b66ba97d757bb01fde30
84974,7,4,3,3,1,6,7,7,71,b66b76fccda689d080df
85013,6,2,3,3,5,6,5,5,59,273f325f22f61f48305e
85028,7,7,7,7,1,1,4,1,63,b11fae79d34e69aa8267
85031,,7,6,,,,6,6,59,b11fae79d34e69aa8267
85051,7,3,6,6,2,6,2,2,66,bdf34e306ac05225f941
85056,,,,,,,,,246,4a1d5cefe12d9dceddc1
85073,,,,,,,,,86,426b1f79bab352c6b585
85085,,5,4,4,1,5,7,7,58,b66b76fccda689d080df
85139,7,4,3,4,5,5,6,6,84,bef8f066971f17847bbe
85161,4,4,4,4,5,5,5,5,63,5eef0eb8fdabbb9158b7
85203,6,4,,3,2,6,6,7,95,b2df519881c63a2d2a72
85212,6,2,6,7,2,6,3,3,71,73bfa26fdd72ab3c61e5
85228,,6,3,2,1,6,3,2,65,2490182bc28f6ca0a76a
85275,5,4,2,2,2,6,6,7,88,625ef2c9227c0bfa9e19
85082,4,4,3,3,4,5,4,4,81,1f71f5e066e555bc970e
85307,,2,2,3,1,7,5,3,79,792eaf0fd0972bb0afc2
85324,5,4,2,2,2,6,6,6,60,625ef2c9227c0bfa9e19
85319,6,2,6,6,2,6,3,3,61,225b0f607dd850053294
85373,5,5,2,2,2,6,6,6,58,b81df074a7e41ff4e9b1
85421,5,2,7,5,2,5,5,4,80,183da6ef1fc70cfd7111
85419,6,3,5,5,5,3,5,6,61,af95a6f1fdb1d5ea2e47
85597,6,4,3,3,,5,5,4,90,6afb6ac19125bb7f8dd9
85615,6,3,3,5,2,7,,4,76,929f6204e5ed1e910527
85646,7,4,2,1,7,4,6,7,69,66ba858f5b70d7a073e0
85746,5,3,6,5,1,4,2,4,86,dd1753b46609fdcd86a4
85793,5,3,2,4,3,4,5,5,67,330c38a8371db1efedf1
85856,6,4,4,3,1,2,5,5,88,b6a9f546792d00904b9c
85953,6,3,5,6,2,5,6,6,109,bf9a5f6425557ea420ee
85961,4,2,5,5,2,5,,4,67,3f08240d0019069c4463
85975,,5,4,3,2,4,6,5,80,8d980d121408935f5e8e
86006,6,5,3,6,3,6,5,2,64,719e14190042fc4c52d8
86007,6,4,,5,,3,3,5,85,17e523d4d43634d6ae2d
86040,6,3,2,4,2,5,5,5,183,28db8b8146ede1f6f5c5
86044,7,2,5,4,2,6,5,4,63,8871d24b830ae11e6f06
86076,7,4,5,4,1,5,3,4,60,7be40cb807e6ce523120
86084,7,1,4,3,3,7,6,5,70,65e110621a9c9aa3d353
86087,7,2,4,4,2,6,4,5,76,cc049904061e2dabae88
86167,5,4,2,3,2,5,6,5,82,94f640462c5aaf57c5a6
86183,6,2,2,1,,6,6,7,61,a4862f201c1af2311c7e
86187,7,2,2,1,1,5,6,7,58,a4862f201c1af2311c7e
86201,7,3,5,6,2,6,6,6,62,6ad0170a5a28d9eceb63
86199,6,5,3,4,1,6,6,5,68,5f185033a5812733a278
86344,,3,2,,3,7,5,4,77,c04a0983edc44f1415ce
86348,6,5,5,5,2,6,5,4,61,c04a0983edc44f1415ce
86366,6,3,2,3,6,3,3,2,72,c5404febd4bc7e29fc92
86367,,4,5,4,7,4,5,5,75,fc26a39e59508ad25bc2
86391,7,2,5,4,2,5,6,7,66,477dcd962fa2b218d3fb
86488,,4,5,4,2,3,,3,72,1d85f4e5167f774b032e
86530,7,5,3,3,4,7,7,7,74,60a7b30b23a64f25769f
86536,2,5,5,5,2,5,5,5,68,43d6e63190de87b442d5
86656,2,1,5,4,1,3,2,2,82,ef2e7f01f1ab0d167a30
86749,5,3,6,6,1,5,6,6,68,26e6f0a1d86e228c8f41
86766,5,3,7,6,1,,6,6,63,c53e31707e98625cf105
86810,7,4,7,7,,4,,3,71,504d26dea6cfcc759653
86853,,,,,,,,,127,e9451bd95d6efb7b93fc
86854,5,3,6,6,2,6,6,5,68,bdcf485de4f3797532b4
86899,3,3,3,3,4,4,2,6,58,9369cc6e504cb8fd133f
86902,6,2,3,4,7,6,3,4,59,9369cc6e504cb8fd133f
86935,5,3,5,3,3,5,5,4,85,2e2c33b5f0e2440604de
86938,2,6,2,6,2,6,7,7,81,7027e1e407686fa7e6ab
86943,5,,4,3,3,5,6,5,76,2e2c33b5f0e2440604de
87002,7,1,1,3,7,7,7,5,65,b74db93301bd05f11bc5
87107,5,4,3,5,2,6,6,5,92,aee4f6e2ada7dc347e0e
75182,7,,,,,,,,21,dc7cbbefb7aea31f27ba
87121,7,2,6,7,2,6,5,2,60,dae0aff51df79ffb3f17
87176,5,1,3,5,2,7,5,4,91,e3342a7dc00a46dce9dd
75314,,,,,,,,,7,779dcec5e4334a35fb54
75319,,,,,,,,,16,0f4a3af9b29781e480a7
87290,6,5,5,5,2,5,2,5,85,478d22501938d70510e1
87296,6,5,6,7,5,6,4,5,67,a4bbf04397ebeda101b1
87336,7,2,5,6,4,6,3,3,76,79db5a7cb86f310995c8
87389,3,1,4,5,6,7,6,6,58,bcfcdd061d9c59181fab
87534,6,3,4,5,2,5,5,3,74,034b8e04528066ec7f93
87540,6,3,5,5,2,5,4,4,59,037c0e55cd69e9f67cf4
87619,5,4,6,6,2,5,,4,68,d0f247b569a9de0ee0e0
87672,7,3,6,3,1,5,5,6,64,5df8bb3ebc73898f6ad9
87697,5,3,4,4,4,5,4,4,80,ec1018c8bdb914b880c3
87777,6,7,5,3,3,5,6,7,66,49b8d07c238165ab73a6
87786,7,3,5,5,2,4,4,,66,127a2f8bfa5f443d73ef
87796,6,,5,3,5,5,6,7,62,e24d4d97d1d159f71aff
87909,6,4,4,4,2,5,5,5,62,df802fa5bf7d104315e9
87932,7,5,,4,2,3,3,5,73,e1b97ccbfd11c75c6779
88008,4,3,5,5,2,4,4,4,65,05d39846395baae7ca08
88012,4,3,5,4,2,4,4,4,57,05d39846395baae7ca08
88014,2,3,5,4,2,4,4,4,58,e3f59e38fc4c0e45a7ed
88018,6,2,7,5,1,3,5,7,77,b18dfd86956b4ed925e8
88085,6,4,4,5,2,6,7,7,57,aee4f6e2ada7dc347e0e
88168,5,2,2,3,1,5,6,5,86,0dee0d54b878ecc63fed
88176,,7,3,4,7,1,6,1,60,770c3d6010089fe56375
88193,1,7,1,1,7,1,,7,58,991bc0da362e0d7e5bfa
88201,,7,5,5,5,7,5,6,65,2866635bae5f52ac69ee
88236,5,5,6,5,3,5,5,5,68,62e00bede96cd71f1afd
88267,4,3,5,6,1,3,2,1,63,7846aca7245c1cb1b891
88283,5,3,3,4,2,7,6,,63,ea7f949a6b3ac9676e7e
88303,5,7,6,7,1,4,6,7,80,99ff31387ce2656ee30f
88324,7,3,3,,3,6,4,4,64,5f6a17ad4a50647dee44
88342,6,3,6,5,2,3,6,5,79,c0164d1f255d2d42fb6c
88388,5,3,4,5,3,4,4,3,70,babe4bfcd7f162b4262c
88408,5,3,3,5,2,6,3,5,71,5db6d051ee4e4b282efd
88412,6,3,2,3,4,4,5,6,90,261e88e2b162a1e0453c
88536,7,6,7,7,1,2,2,1,71,255e35cc514299dd3211
88561,7,5,3,5,1,,,5,73,d7957b6bc1c17016bd5b
88566,4,4,3,6,3,7,6,5,77,70e3225c419926ea7f1f
88568,5,3,4,5,,7,4,5,60,70e3225c419926ea7f1f
88608,5,,3,6,7,3,2,6,600,e205bde68b260598e02c
88619,7,4,4,3,1,6,6,6,84,80508c33173184d00f2b
88644,4,2,3,3,,2,3,4,102,8e3d50fb71a2249f361d
88675,,4,3,4,1,5,,3,664,227503c6a70626eb5c8c
88692,6,3,3,2,2,5,2,5,77,37de865a9bf3c3db56c1
88763,6,,5,6,,,6,5,80,dba13ae51346dbdf834f
88776,6,2,5,4,2,6,6,5,75,38e1e7d8d7176e026298
75968,,,,,,,,,87,9c34374870a288f6afc6
88932,6,2,6,5,2,5,4,4,77,8aaee28c4968ec09d98d
88965,7,3,6,6,2,5,4,4,83,2a289b54e6b2398df4e4
89019,7,1,7,6,1,7,2,3,74,a5331a2ebfbcf9f8aac5
89037,5,4,5,5,1,3,5,4,64,81d4c6b31d3c346c3e3f
89085,5,4,1,5,5,5,7,6,300,23570e6640af75e8c98f
89112,5,2,3,2,2,3,6,5,62,1f1cadb3136c4e4bca3b
89127,5,3,4,5,2,3,6,6,61,5c387d2992f60f1d180a
89149,,6,2,3,3,7,6,5,67,74324b929d9386e8a071
89193,6,4,5,5,3,7,6,5,82,6a02739ee1ad61437c4e
89218,7,3,5,6,1,5,5,5,73,8daaeba67272a27d5c07
89223,,4,3,3,,6,3,5,86,8daaeba67272a27d5c07
89236,5,2,5,5,2,6,5,5,82,a6ad03eeca2fc4b7b824
89239,6,3,6,6,1,5,,4,74,5d72a1a547280aaeaa2c
89241,6,3,6,6,1,5,3,2,73,b3737721710f2a55ef56
89323,5,3,6,6,2,6,6,4,72,888fdf5652ef32910dd8
89430,7,7,4,2,5,7,5,6,65,2e68383ed142f53c15a0
89433,4,7,5,3,4,5,,5,60,e034633e1dbcc7d4102c
89449,7,4,3,5,2,4,3,5,111,5acc8a08c4485b2aca9d
89466,4,,4,5,2,4,5,5,82,7a4be8e39348d91c9a7d
89468,7,4,5,5,2,4,5,5,60,7a4be8e39348d91c9a7d
89487,6,2,,4,2,6,6,5,73,8a7751216205c6dd8d25
89512,6,7,2,3,5,7,2,3,72,ebb29965aad80a5bdc2b
89516,3,2,,2,4,,2,2,114,518cce37a2cf1ee9d629
89540,7,4,6,5,1,3,5,6,62,f1c49e7f054189e99e77
89542,4,2,1,1,6,6,7,7,61,518cce37a2cf1ee9d629
89582,5,3,4,4,2,4,3,3,65,d95b80ace88beda0486b
89667,6,3,,3,2,7,7,6,60,68e992d7339713479fa7
89669,6,2,2,4,2,7,7,7,58,68e992d7339713479fa7
89678,6,1,3,,1,7,7,7,88,68e992d7339713479fa7
89681,,3,4,1,,1,2,2,80,f9c9b37c65c0d689ab09
89682,6,3,3,4,2,6,6,6,62,68e992d7339713479fa7
89700,,,,,3,5,3,5,72,cb14bb1f3b0f262a9ba5
89736,6,4,4,4,3,5,6,3,71,a60a8e11107b2a1bc600
89763,,2,3,5,1,7,5,6,101,f7d32b228adcf9d829c5
89795,6,3,5,4,1,4,5,3,68,3fd6edc0afb3a73cf337
89885,7,1,5,2,3,7,4,5,100,9c29358d2348d2fd8d10
89891,6,2,2,4,3,7,5,5,87,ca3f347bab62af89bed5
89893,6,2,3,5,2,6,5,5,74,8300d3f8321da9952973
89936,5,5,5,5,1,4,7,7,62,6fce499c792745fedce8
89956,,,,,,,,,28,1a575954af377cbdce78
90018,7,2,6,5,2,6,7,5,76,589541210367e6cad6a7
90053,4,2,5,3,1,6,6,4,67,a26f7ca051c7c5e944e7
90211,5,3,2,2,5,3,2,6,83,dd8d4563a5b38be5e21b
90213,6,2,2,2,2,6,6,6,68,dd8d4563a5b38be5e21b
90237,6,2,2,2,2,6,6,6,58,dd8d4563a5b38be5e21b
90242,6,2,2,2,,5,6,6,57,570308a2bdd9421c3afb
90261,7,3,5,3,2,6,6,6,98,3bff3aaaa7a126c741dd
90333,6,4,1,2,1,4,6,6,60,a94f300cd74b7fd8cad1
90348,5,2,2,1,3,6,6,6,69,344cd91dd3bbeca8db36
90361,5,5,5,5,5,6,6,5,59,22b6a8f4b8480bf535fd
90409,5,2,4,4,4,5,4,4,64,eb794c3c253277196d55
90416,6,1,1,5,2,7,7,7,58,344cd91dd3bbeca8db36
90433,,3,5,3,2,2,2,3,75,bb1cdd836495d0fc0aa3
90444,6,3,4,5,3,4,5,5,62,facdc78b7c8defc9cfed
90465,4,3,4,3,4,5,5,5,73,992f5a97e2b278b5d50d
90468,6,4,6,5,4,5,5,4,63,0759b4c8de9ba2cbae63
90490,6,5,,5,7,5,6,6,59,1a575954af377cbdce78
90586,6,7,2,3,,5,7,7,60,930c99aec4a9571793b9
90592,7,7,7,1,1,7,7,7,59,930c99aec4a9571793b9
90631,5,2,7,6,1,4,3,2,71,24bb95f25960162b6818
90639,6,5,3,4,1,5,6,5,111,63dcd0deb0c016057de7
90659,,,6,6,2,6,2,2,84,71a5a1779a535580b9ae
90665,1,3,2,3,3,3,3,3,60,77756ea4186dd08f4d9c
90674,2,4,4,5,7,7,7,7,63,b5380f5065d5eed43d8b
90671,7,2,5,5,5,3,2,,58,4002e5cae4d76ac33398
90684,3,2,5,5,1,5,4,3,81,d4a0571058921ea2ddf9
90714,4,2,6,7,1,5,3,5,87,dbb80f895699863fd37d
90727,4,7,3,4,3,,4,5,65,e034633e1dbcc7d4102c
90733,6,4,3,4,2,4,5,5,64,880410e5e5472a37795a
90779,6,5,4,4,2,3,6,6,58,dea732827dfb9c35f700
90800,6,4,5,4,2,6,5,4,87,b65fbd1d4f7a69cc20be
90851,7,4,3,4,2,7,7,6,94,e8b81e38667255be1945
90852,7,4,3,4,2,7,7,7,66,e8b81e38667255be1945
90864,7,4,4,4,2,7,7,7,62,0d5fd29bf27f40459dc8
76566,,,,,,,,,16,7429fcf3579cd84e1f6a
90886,7,2,5,5,6,6,6,6,83,34d30988e565a32f49ea
90952,5,3,2,6,4,6,5,5,79,099fa40323f661d55b91
90953,4,3,6,6,2,6,6,6,62,099fa40323f661d55b91
76600,,,,,,,,,104,000c7374ddf798922c1a
76601,,,3,5,,,,,39,000c7374ddf798922c1a
76602,4,3,,4,1,,7,7,77,000c7374ddf798922c1a
91052,6,3,2,1,3,6,6,7,72,64040a7761d4b58130ae
91083,6,4,3,3,1,5,6,6,61,39d98864ced2c5bf87c6
91159,6,5,5,4,3,3,2,5,67,118d41dfc68b1cc209ee
91165,7,5,3,3,4,5,6,6,58,e664e610e98c8665cac2
91179,5,6,4,6,4,4,3,4,63,3fc65081536cb18fc932
91215,6,5,6,3,,6,6,7,75,6e36d33450cbc4a0f67b
91226,7,5,5,4,2,6,6,7,65,a27fe7c72ab8ca271a1a
91310,7,3,4,2,1,4,4,5,81,a533833a7cb392e22439
91336,5,4,5,5,2,4,5,6,67,104f229b81b345389cb5
91333,5,2,6,5,,6,7,6,91,10fdbd7277dc95d14cbf
91363,7,2,7,7,1,4,5,5,69,05b38fe1427b350bc758
91378,4,4,3,4,4,4,5,5,59,bad7ab195649abb00040
91382,5,6,4,5,5,4,5,5,70,41f000a0963e4e2ee078
91386,7,3,,4,2,6,7,4,80,6bc77ca4018975e9ec09
91404,7,5,3,4,2,6,7,4,60,701f94ea00cfe46ee3ed
91419,7,1,1,5,3,7,7,5,67,d86ac0ee914d6ecd1ab9
91420,7,1,1,3,3,7,7,5,57,d86ac0ee914d6ecd1ab9
91563,7,2,7,5,2,6,4,6,269,30d1b7320a2c7cd7e140
91586,7,4,6,5,1,3,5,6,69,a061bff9b28993745e37
91629,5,2,,7,1,5,5,5,78,92d2a304684c6fe4dffb
91658,7,5,7,5,4,5,2,5,76,39e05bd17adcbc6c38ba
91787,3,4,5,6,6,6,2,2,64,7f0eb2c034175cc65711
91932,5,4,6,4,1,5,6,5,61,6df549c5ec3c9720df7b
91946,7,5,6,5,1,4,2,3,80,d5f20450eae9bc9efc79
91955,6,2,5,4,2,4,2,2,65,eff061f780f57c9b85c4
77459,,,,,,,,,12,bb69f019dce25366f0a7
92041,6,2,6,4,2,7,6,5,69,efaa1242613cca0acbcf
92045,6,6,4,,1,7,6,6,60,3bdd3bd92e778a1d7359
92079,5,1,5,6,1,,3,3,81,d9bbe41e879979c2b77a
92206,6,1,2,2,2,7,7,5,70,b2966addb1910400da1c
92232,6,3,6,7,5,5,4,2,67,6030982964dcba33c7aa
92271,6,3,3,,2,6,6,7,92,8fd6da5de8d540c402c8
92283,6,2,5,5,2,6,3,4,61,fafc7fce16d7eadf1f35
77674,6,,,,,,,,20,3c8356a168244c2d2fe4
78235,,,,,,,,,14,c97f5cfd215c3e858b82
92399,7,4,2,3,2,5,4,4,73,fb84c05d7dc59e6ee3de
92432,7,3,7,7,2,5,,4,60,eb8161a2ee33ebdfddac
79310,,3,4,,,,,,50,90ce39e14ac00dd99b61
79316,6,3,,,,,,,27,ba9975cfefc3301f2404
79357,,4,4,5,1,4,3,3,111,bbbec5ead0dfb747cc0c
79442,5,4,4,6,,,,,43,97ff947200aea6760cf1
79737,7,4,4,2,,,,,87,84b6ef061214bfe794be
79720,6,5,6,7,,,,,71,71aa6ddbca48563a1423
80545,,,,,,,,,13,fcf4e677633d038af165
92499,6,3,6,3,1,3,3,5,72,15306d68c7d77c40b185
92515,5,5,3,5,2,5,5,4,69,a589011847a4ba20b36c
80833,7,,,,,,,,71,eed4405fd7873ffeb419
92516,3,2,6,6,2,6,5,5,82,309c40c333d18730d4be
92536,6,2,6,6,5,6,7,6,85,7ad8a238c44fcb50eeca
81083,6,3,6,5,3,4,6,6,77,5a86dd9596aab1c17ac3
81138,,,,,,,,,22,49670ea314a9a0e6579a
81200,,,,,,,,,17,a00609f8a69083ca6c76
81428,6,3,5,4,1,6,5,5,81,659327b57862fab2fdd8
81562,,,,,,,,,994,418525c6fdbc10f638dc
81927,5,1,4,5,3,7,4,,66,fa77b63436397764300c
82171,6,3,6,5,5,,3,3,85,66196746888de7450636
92573,4,2,4,5,2,2,2,1,62,3a90fed19e009aec2868
92574,7,4,4,4,2,4,6,5,72,534dbea4c8c2e5346150
92582,2,4,4,4,5,4,2,2,57,a06ae2c9001bad16f8ae
82620,3,3,7,6,,,,,49,179125af67c1abc80851
92593,5,3,3,3,4,3,2,1,70,64a8df9c0933b6f66315
92594,5,4,5,6,4,5,7,6,59,64a8df9c0933b6f66315
82795,7,2,5,7,2,6,,,57,2a327b53be9cd6663548
82912,6,2,5,,,,,,29,b2e9673476827cd3cb36
82973,6,2,5,5,4,6,5,4,939,3f815689fdc93f1df1f2
83010,7,4,3,4,1,,,,48,0ae59414803d83c6fb1f
92624,5,4,3,4,2,6,7,7,427,f9e1e6ea9d90c5fe1385
92628,7,4,4,5,2,4,6,6,73,fb7a9271948e118df91e
83410,6,,3,6,5,6,6,6,77,97b55ceeb9ae0923e73b
83453,5,,4,,,,,,34,c97f5cfd215c3e858b82
92750,7,3,5,5,1,5,5,6,68,53a52b55efa009391730
84041,6,2,5,4,1,2,4,4,80,6dbdf2516b38776b7d13
84088,3,,6,7,1,,,,68,35ac2ca30be6976ed2b9
84095,7,2,3,3,,,,,35,35ac2ca30be6976ed2b9
92880,5,2,7,6,1,5,,5,82,7bcdf83a6a099d838217
92897,6,,5,6,1,5,2,3,88,55bd6f990bdfaa4c9923
92898,7,4,5,6,1,4,1,3,66,b002a1d60b034b68e824
92904,6,2,3,2,,4,4,6,88,9882fc8828e776420076
92906,6,2,3,,3,4,4,5,64,77bb67e9401f2d998930
84406,6,5,6,6,,,,,36,e4878b3237c899776f1f
84614,2,5,5,5,5,5,6,6,61,6369999cd576743d37e9
84888,6,4,3,,,,,,33,c0f123599062b3e4c5aa
85040,5,5,5,5,5,,,,50,927c1877af44b0218ac3
85106,,,,,,,,,12,d902b5afe35240f2818c
85600,,,,,,,,,19,2e0102a586e4d50f46be
85648,,,,,,,,,6,66ba858f5b70d7a073e0
85775,7,2,2,2,2,6,6,5,66,bd5da3ea4b3a1ee17a46
85815,,,,,,,,,17,e5cb610f76978476e675
85849,,,,,,,,,11,f8df5bcae218af1cc7fb
86064,7,,,5,7,,,,91,7be40cb807e6ce523120
86088,,,,,,,,,32,eba568779dd7c8120d93
93074,5,4,6,5,2,4,3,3,72,996b28395529bca49f59
86197,7,3,4,3,,,,,61,6ad0170a5a28d9eceb63
86206,,,,,,,,,15,c6f0de0f88a1628eef02
86734,6,2,1,3,2,6,4,,71,d8e3415ce97761a1c687
93141,5,5,7,7,1,1,2,3,99,e008f9bc07a50872590c
93164,4,3,5,7,2,4,3,4,67,7c6f7226a36118c1386f
87338,7,,,,,,,,20,79db5a7cb86f310995c8
87339,,,,,,,,,16,8a56d06e7e7bd0005b9c
93228,5,4,4,5,3,4,6,5,72,ccb39571b470ba151f89
93288,7,5,5,3,3,4,3,5,67,a5e5b908781d82f728af
87833,,,,,,,,,14,b1ddb559a8cd5efadb8e
93328,6,5,4,5,3,3,4,4,80,7819c62745aaa836fd01
88224,6,3,,5,6,4,5,5,93,45a29701bb78dce62322
93375,4,2,3,5,1,6,5,5,71,42ded19e6b70f404dbd5
93394,7,4,5,6,4,5,4,2,73,74041899649003def184
88552,,,,,,,,,11,a8cec032961dc973d0bf
93446,7,4,,6,,5,,,82,992fadeee97fdca47318
88936,,,,,,,,,11,75adbea496268a86c5ab
93485,,2,5,5,3,6,6,6,90,1a7e8d4f0eef8153441d
89150,,,,,,,,,17,74324b929d9386e8a071
89250,,,,,,,,,13,d98ad1f940959b87c674
93538,6,3,7,5,4,,5,4,70,77ac1c890e718b2fe3b9
93559,7,7,6,3,3,7,5,6,68,6f354a0d7d49858f6f10
93586,6,3,6,7,1,7,4,6,74,4d9bc9a5ae41717af86e
93753,5,3,4,4,2,4,,4,73,5ce30eed3a66cace857d
90678,1,,,,,,,,16,a4449af1f98f0b4e0b74
93790,6,6,,2,2,6,6,6,83,27cade21d0ec19a30b25
90688,,,,,,,,,15,70725b9de99117c87316
90716,7,3,5,6,1,5,6,5,69,a7a768503634b48308ce
93812,5,3,6,6,2,6,,4,98,5d94241f6a9be8273772
91181,,,,,,,,,15,03ee783faf61a1526eef
93902,6,2,3,4,2,6,5,5,79,bc3a05751c0a0d37420b
93945,5,3,4,2,1,6,7,7,83,6af40886e352465f81f2
91955,6,3,5,5,,,,,51,eff061f780f57c9b85c4
92238,7,,4,5,,,,,58,f6e6f47bb90da4b36a0c
94049,5,6,5,4,2,5,5,5,68,e1c5968be2814e61fc81
92597,,,,,,,,,12,084d08558c6185b0e3a2
94142,5,3,6,5,4,5,3,4,92,ef1ee9b11a515b498f9d
94273,5,5,7,7,5,6,2,2,68,828373f6aa756eade306
94329,7,1,4,3,7,1,3,2,69,84f2363fd95367cac311
93144,5,,,,,,,,38,e008f9bc07a50872590c
94550,6,2,,5,3,3,5,6,95,58300f9ccd636ff34521
94585,6,2,5,6,1,4,4,4,69,73c564c8d8c35ae65edb
94587,5,2,6,7,1,4,5,5,76,238d8f63c5ee484e098e
94595,5,,4,6,,3,5,5,80,95962c681dbacca6fba3
94616,7,4,4,3,2,7,7,7,111,0275a1095be0205214cb
94659,,3,7,4,6,6,2,3,140,0d6ebb0ff20555aacab9
94660,6,,7,6,1,5,,3,58,0d6ebb0ff20555aacab9
93791,,,,,,,,,12,a9154b44125e2d8b2697
94731,,3,6,5,3,7,4,6,77,eb0448d3bd5cd644d3d1
94761,3,4,,3,2,6,6,6,74,9c4382f2862d351cedbc
94764,7,3,5,7,2,5,4,5,71,49b7be982327bc38e80c
93903,7,,,,,,,,19,bc3a05751c0a0d37420b
94798,5,2,6,6,1,6,5,4,67,28c29ef346d98a87424a
94818,5,5,5,4,4,3,4,4,307,d86bd82244879460097d
94873,6,3,4,4,2,5,5,5,86,c8a3b77d04b65a09a3cb
94991,6,2,7,7,1,6,2,3,93,2e2657bec15168ba83b6
95022,5,5,7,6,3,6,1,6,69,428cb0c0dadd4a0b157b
95054,6,3,6,5,2,6,3,4,77,786cea4813d902f28c72
95141,6,5,6,7,2,5,5,6,69,749aa05ff59f60a0066f
95162,7,5,5,4,2,5,5,5,67,81a489d5d429d3bacb09
95177,5,3,6,5,2,4,4,4,47,92a7ceb932412f19462a
95188,6,4,4,4,1,3,5,5,58,4b60afbbe662a0a48455
94143,,,,,,,,,11,c1ac0ed215b6fa467e5d
95288,5,2,2,2,4,4,5,2,80,58cf8c30a9fbe61a86ab
95289,5,3,2,2,,4,3,2,57,d7d865fc36fe5265f25a
94328,,,,,,,,,35,84f2363fd95367cac311
94330,,,,,,,,,15,84f2363fd95367cac311
94492,3,1,4,5,1,7,,,78,2e480d884dc4aa7188a5
94619,6,2,5,5,2,7,,4,92,dde9383e9a55517e0812
94736,,,,,,,,,12,a431645af92a0ab1a3bc
95114,5,5,7,4,1,4,6,6,74,4eebd2a17c35be0d2937
