testId,12,4,timeSpent,uid,chain
81042,1,,65,74bd217cc9e37c428f61,229
81144,,1,45,6f755a2e039a472b0600,286
81211,1,,56,314d34aa6d2f3a8e5452,168
81216,,1,59,28a25e0fb210850cc93b,10
81303,,1,37,4fd6443965af75ac06c3,205
81349,1,,48,beca7c05947220c73123,119
81250,1,,1378,d1cc137f2fe81aa7a3c8,386
81445,,1,76,99b0f09ed6fecfcdcda8,
81565,1,,64,ae7c4da0839cce80ff0c,179
81593,,1,83,6d88b6921235cce036c3,230
81604,,1,41,a0040f5af92248d8bc38,362
81635,1,,44,9a6a67857787b033d037,194
81690,,1,51,64a981a48b63385cfc7b,352
81712,,1,60,4708bd72c85d89cef582,244
81724,,1,44,b58196565ed86feacd97,221
81740,,1,146,c2cf1a918fe14050a382,144
81773,1,,67,5a0411371df7b2029d25,252
81835,1,,134,663ff1395ba2e3c0e05f,105
81939,,1,9,4708bd72c85d89cef582,
81997,,1,89,2eb55b972be9cf9239f9,
82006,1,,62,1c675f43a27f7560889d,439
82110,,1,58,72595aa78ecba1aa9485,12
82137,,1,36,15734747e3b7c1bb1886,351
82167,1,,57,f381d70c347cb88c06dd,322
82192,1,,67,31a5629cd52fac6faeeb,293
82245,1,,76,b8a36cb624fa1c260487,116
82303,1,,54,18675c09ce7735435ab1,314
82352,,1,42,1d8c801fb7bfa34aef5c,237
82351,,1,94,3c43a7d0310bd2e751cc,223
82377,1,,49,7ae5625d42191f31d9d7,
82384,1,,4,7ae5625d42191f31d9d7,
82400,1,,93,9411d8300fd1360145a6,333
82421,1,,71,5da9428c243feab5a841,374
82398,1,,1112,b58dc21fe5af70c6207b,83
82493,,1,48,da10c15eeab27ca1ae4d,165
82507,,1,60,e5d40442b0c26dcd0bb2,349
82559,1,,156,9b77791a4f403dc610ef,446
82614,,1,12,e5d40442b0c26dcd0bb2,
82621,,1,33,d5f00b8037b9b7aff883,262
82640,,1,7,4cc7849170002fa2511e,36
82638,1,,131,37e6d418ae3ab4f36c84,156
82718,1,,121,23252ac8a8ca3766c942,137
82730,,1,75,c2041382dc154058f174,289
82737,,1,13,23252ac8a8ca3766c942,
82739,,1,24,23252ac8a8ca3766c942,
82792,,1,59,653271fabeb5e4c6071c,272
82826,,1,58,8af0883e9630a9f4a6bb,
82830,,1,46,8af0883e9630a9f4a6bb,
82844,,1,6,8af0883e9630a9f4a6bb,
82850,,1,38,aacb13e57df9c6b706e1,303
82873,,1,6,8af0883e9630a9f4a6bb,
82948,,1,47,1e4edc4f4a4bb8deda96,47
82954,1,,62,b2cb9928c63dc7bbc00c,
82952,1,,151,9f34341fdb2dd6930022,107
82975,1,,14,b2cb9928c63dc7bbc00c,
83033,1,,47,f7cc47312c750f006b0a,81
83223,,1,77,0378ea69ff840052501e,284
83236,,1,57,fd7c1710a195f34ea11c,23
83230,1,,251,89025b760cd86b085b8b,145
83372,1,,78,c1b389f82503c430bc6c,402
83473,,1,12,0ebbefb823eecda5dc5b,
83607,1,,108,fcd753ff221f435fc352,11
83619,1,,76,638d4a9a6933dad10de6,430
83637,1,,49,f9d474ef69311b50f061,276
83649,,1,8,fcd753ff221f435fc352,
83815,,1,67,68809b7c2424513b8aae,40
83845,,1,50,b654d2e387d8d5f8e13a,306
83892,,1,54,bec4ea7971f27be99012,387
83925,1,,70,4ad039bee1f4e8234fb8,461
84003,,1,45,dfc8310106a9864abf68,155
84014,1,,80,26c82f3523266ba76737,210
84029,1,,25,bf79807c68c7f298e468,30
84091,,1,9,26c82f3523266ba76737,
84143,1,,40,689f03685f62c7ddcb69,363
84157,1,,41,b1d93724af23f094fa8c,87
84179,,1,71,158f6def84220f8fc1e4,142
84212,1,,49,4c24913675798b9f1644,391
84262,1,,86,4521c36142ccb47d0055,39
84285,,1,9,c3ab7162adad35d4aa07,
84287,1,,45,24594655ab2f32751d0b,412
84323,,1,49,64a9dd1ebed8a7c245a9,193
84339,1,,9,c3ab7162adad35d4aa07,
84373,1,,64,e3f966ab40e56878758a,406
84380,1,,29,c96aa8a085baeeedf5f6,79
84383,1,,29,31ed60b63f5d63f298dc,28
84385,,1,34,614f21195f8f7bbb7df8,361
84461,,1,31,3d332469aef2235ea21a,126
84487,,1,6,4521c36142ccb47d0055,
84508,1,,77,67b59d42fb0c763f829d,
84514,,1,5,67b59d42fb0c763f829d,
84528,,1,78,3515e87b8815cdd0c54a,368
84538,,1,8,1b5d2c00395744fd5521,
84630,,1,32,25865aa664da19bfeea0,136
84741,1,,6,25865aa664da19bfeea0,
84771,1,,64,e06647ef0801d82386ba,455
84774,,1,37,81e0f7da93b0302b9609,344
84797,1,,7,e06647ef0801d82386ba,
84817,1,,48,efbee07be6aa9ee6ea9c,277
84851,1,,47,c3a645542f351aead460,224
84869,,1,8,c3a645542f351aead460,
84913,1,,149,1d4c0735302f79f1f3df,422
84936,1,,9,e06647ef0801d82386ba,
84972,1,,38,b8a37cad2b82cdc6466c,217
84979,,1,6,e06647ef0801d82386ba,
84978,1,,11,381823fe845682c4cd75,114
85020,1,,100,580b5638d6389cf0052d,190
85057,1,,84,5294e1d4ec634decd647,146
85077,,1,42,bf8cd6e7265ef4704127,86
85108,,1,32,6cce4adf35038097bab5,
85111,,1,3,6cce4adf35038097bab5,
85115,1,,26,5294e1d4ec634decd647,
85136,,1,96,177336443946db1ea86d,302
85148,1,,55,694c764233582cbe11e8,8
85178,1,,60,cb4db381156845d040ed,466
85311,,1,58,559ff0fad153c3b1c3a6,159
85318,,1,77,126a25afa450dd3fc5b5,313
85333,,1,13,a6b7d720dafa5d9524f3,38
85344,,1,32,0733ff5f8e011d3c7cc1,
85348,1,,7,0733ff5f8e011d3c7cc1,
85347,1,,35,990096889f57b2061fb3,
85363,,1,17,90209274d105bb1e5d57,
85369,,1,13,ccfd1b75ee5ec340025b,
85372,,1,13,2c1ceb7a667464ccf285,408
85433,1,,27,cb4db381156845d040ed,
85557,,1,44,c7ce36e94c309cfadb82,
85559,1,,21,c7ce36e94c309cfadb82,
85573,1,,50,1de5f3cc9117824bb622,465
85621,,1,43,b105e4d3856e47443f47,69
85629,1,,21,727313d76d9d00a769cd,123
85719,1,,118,60446b5045fd82a0c246,68
85820,,1,75,61ca9ac9170e5ccb1aa8,
85824,1,,46,61ca9ac9170e5ccb1aa8,
85850,1,,42,06b81976c253d43dcfac,318
85900,1,,56,e0ce1fec6103eb61d457,347
85954,1,,34,d8deacb958693e260a2c,
85957,,1,34,2ffe7914ae4343151a13,6
85982,,1,26,21d7802f331a70abf592,
85985,,1,39,87ba2297875e975e9fdd,180
85993,1,,229,e24cfdc567e3ee409b14,
86016,,1,6,d8deacb958693e260a2c,
86014,,1,66,f14222f276d9c11e00e3,297
86046,1,,74,d0a66b5241a765c0e99e,24
86068,1,,11,e24cfdc567e3ee409b14,
86070,1,,35,864a8ff9dcbefaf8cf66,202
86098,,1,104,8d23a1c9c064ca0c5c76,70
86176,1,,11,d0a66b5241a765c0e99e,
86182,1,,50,c8c5e901941dcd7c17a0,109
86248,1,,57,a613767209b9372dd807,35
86278,1,,59,a9688a549d9f8d5c1072,394
86301,1,,13,864a8ff9dcbefaf8cf66,
86312,,1,90,679dd607383bdbc736a3,285
86332,,1,79,1669b2fb9fe3af0a1bda,218
86341,,1,11,126a25afa450dd3fc5b5,
86395,1,,45,411bbc7a332b5a80dfbb,59
86441,1,,77,1b6aa6cf7d583be315bd,407
86452,1,,49,7043383baf1b2f01e9e6,359
86454,,1,80,72d6b8e6fd1f658859d5,34
86513,1,,40,eba06ba34e3fc6bd26f6,52
86543,,1,20,eba06ba34e3fc6bd26f6,
86559,1,,6,eba06ba34e3fc6bd26f6,
86594,,1,30,52abbe9d7fb51fa8bc14,92
86635,,1,55,648e381d675f66cf0ec9,
86696,,1,37,5cc5c5253ca0dd43f6f1,
86700,,1,8,5cc5c5253ca0dd43f6f1,
86735,1,,33,ed22f95390ee9da01665,63
86760,1,,103,be43f36321beab09e5da,
86811,1,,70,19da3e4416ba4fcaf2dc,334
86829,1,,19,be0372abb9ed5e25665d,
86840,1,,53,9e61ea13eac9fd190175,462
86857,,1,8,be0372abb9ed5e25665d,
86880,,1,38,23dd7e5c60ebfb17da47,215
86887,,1,18,be43f36321beab09e5da,
86906,1,,79,52abbe9d7fb51fa8bc14,
86916,1,,44,52abbe9d7fb51fa8bc14,
86929,,1,14,52abbe9d7fb51fa8bc14,
87004,1,,34,11255cfb04dc93f261db,296
87028,,1,62,b2cb9928c63dc7bbc00c,
87033,,1,8,b2cb9928c63dc7bbc00c,
87043,1,,52,86c80587b8aa24cdecca,271
87046,1,,74,16eacdb407bd48b6fde5,423
87069,,1,41,4b900a756200d1033d3e,398
75143,,,6,f9d4f384038d1cb93102,
87106,1,,26,d585211854bbf5f33cb6,133
87134,,1,44,c23bda1f08c7f66815c3,299
87150,,1,71,20efa2e5517768ea0fc7,354
87170,,1,15,be0372abb9ed5e25665d,
87181,1,,102,ca616f9411862e6f2a25,380
87219,,1,48,2c148e543bc44118f737,138
87224,1,,5,2c148e543bc44118f737,
75333,,,15,65cb0a0fa4fa3149cf5f,
87309,1,,63,716ad1f12315f883701e,235
87318,,1,16,4904d43df104013fd5a7,
87319,1,,37,0c4bbad92ad7f6ba88ca,431
87325,,1,5,0c4bbad92ad7f6ba88ca,
87332,1,,13,4904d43df104013fd5a7,
87359,1,,30,139dd6a1299de944c451,453
87397,,1,36,44060a63c314693a567e,348
87432,,1,30,4df6e47adccc384c112a,
87434,,1,9,4df6e47adccc384c112a,
87496,1,,54,2d117bd0f7c0c8701ee7,
87498,1,,8,2d117bd0f7c0c8701ee7,
87527,,1,41,7b623a07ba7d9d41d9be,203
87535,1,,53,69fba8bd50ada9ceb073,261
87565,1,,60,9450bf06cb86644ff813,170
87572,1,,6,9450bf06cb86644ff813,
87575,,1,17,500bb7ae23043ff53023,390
87622,1,,45,a41fd856d55d047208ef,53
87655,1,,54,b13ab03b5ac8741fba1f,263
87679,,1,49,528b5972a14f8c5e87c9,222
87698,,1,35,ae8bc3c04d0057d19449,268
87703,,1,9,ae8bc3c04d0057d19449,
87714,1,,13,ca616f9411862e6f2a25,
75561,,,16,ee1373a94cb46faac1ea,
75563,,,4,58ece1cb7b46e47d596e,
87780,,1,64,298ce4427d2d30edb081,177
87793,,1,32,7cacd69df806a06300df,375
87807,1,,59,dac4d4dd724576a0939f,403
87810,,1,32,848f40659a6be2a0f947,176
87829,,1,78,848f40659a6be2a0f947,
87828,,1,81,44cfd7dcf17aa3c6b409,360
87854,,1,36,64a9dd1ebed8a7c245a9,
87876,1,,66,241e735171557bd9eb38,247
87930,,1,6,241e735171557bd9eb38,
87993,1,,85,a63356ec6724a0b0d7cb,37
88013,,1,19,512dea69767f70b6523e,
88020,,1,18,512dea69767f70b6523e,
88024,,1,28,035fe0e129c3ec4d53de,152
88032,,1,10,035fe0e129c3ec4d53de,
88060,1,,12,1a00bdab9fd9fb8b42e6,117
88086,,1,27,f1250b4caa190e79ee32,
75806,,,1592,5fcba5d5a61a781d0f48,
88138,1,,85,0bff0b5febf470a965ef,419
88146,,1,42,8fc774c024482fb283be,
88148,,1,37,14c601e4ad61e0872134,157
88190,,1,67,9fb3c0d8228d8ba2317e,58
88228,,1,11,8fc774c024482fb283be,
88243,,1,38,07d844ec616dab51f7ab,319
88254,1,,57,8fc774c024482fb283be,
88252,1,,223,4354657f374dabad2b80,173
88279,1,,49,994b1668d6f2ec3795d8,
88284,,1,9,994b1668d6f2ec3795d8,
88294,1,,13,c69190c1c16f2d223f4d,
88351,,1,53,f76d39e1c0f3a3572219,248
88363,,1,7,994b1668d6f2ec3795d8,
88389,,1,36,9f04ee1c8ce91dc68f58,32
88422,,1,121,d19c5f455d39b8db3a21,167
75899,,,5,874134aa04969e87e937,
88496,1,,53,1b5a1aa3488972769799,
88500,,1,7,1b5a1aa3488972769799,
88499,,1,40,3ad127403ba4e318dafa,16
88521,1,,73,0802c2b931c7eec8060e,
88525,,1,35,0802c2b931c7eec8060e,
88579,,1,47,a1e4118bc7580b9557a1,452
88635,1,,215,e353db01d775e854b0b4,454
88638,1,,7,d19c5f455d39b8db3a21,
88645,1,,107,670046e7fdd5a9fc65e3,371
88695,1,,60,344a7a7e0fe50adc0f1d,433
88705,,1,7,344a7a7e0fe50adc0f1d,
88712,1,,42,b446d9719ff21a515385,420
88770,1,,30,7edd3ce15e580eaac9c6,366
88788,1,,73,36f3b1d8a22f13294dae,198
88795,1,,60,16ad1b4d1ff06f3ee044,64
88814,,1,39,8cd9d8ca6b0b0ea1afef,251
88921,,1,57,50ea5851d22171be01e8,148
88986,1,,53,78a3aec60afc25488413,130
76017,,,23,635a4f6658e98eecdb0b,
89042,,1,90,5fcba5d5a61a781d0f48,
